country,obs,year,month,pday,old_day,evday,form,form_recode,goal_recode,goal_recode2,goal,part,partmedian,frame,orgdummy,title,dataset,frame1
NL,238,1978,6,,19,,squatting,confrontational,Education,cultural (others),,.03,.029999999,,0,,old data sets,local
NL,239,1978,6,,26,,"demonstration, protest march",demonstrative,Anti-Nuclear Energy,environment,,3,3,,0,,old data sets,national
NL,240,1978,7,,3,,hunger strike,confrontational,Foreigners external,others,,.03,.029999999,,0,,old data sets,international
NL,241,1978,7,,7,,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,,.5,.5,,0,,old data sets,national
NL,242,1978,7,,17,,hunger strike,confrontational,Foreigners internal,immigration,,.02,.02,,0,,old data sets,international
NL,243,1978,7,,24,,"demonstration, protest march",demonstrative,Environment,environment,,.5,.5,,0,,old data sets,national
NL,244,1978,7,,31,,"demonstration, protest march",demonstrative,Foreigners internal,immigration,,.5,.5,,0,,old data sets,national
NL,245,1978,8,,28,,"demonstration, protest march",demonstrative,Solidarity external,cultural liberalism,,.5,.5,,1,,old data sets,national
NL,246,1978,9,,18,,"demonstration, protest march",demonstrative,Solidarity internal (incl. anti-racism),immigration,,3,3,,1,,old data sets,national
NL,247,1978,9,,18,,squatting,confrontational,Labor,economic (others),,.021,.021,,0,,old data sets,regional
NL,248,1978,9,,25,,protest meeting,demonstrative,Peace,cultural liberalism,,.3,.30000001,,1,,old data sets,national
NL,249,1978,9,,25,,other symbolic/ludic non-confrontational forms,demonstrative,Foreigners internal,immigration,,.1,.1,,0,,old data sets,national
NL,250,1978,9,,25,,squatting,confrontational,Education,cultural (others),,.02,.02,,0,,old data sets,regional
NL,251,1978,10,,9,,squatting,confrontational,"Squatters, autonomous youth",cultural liberalism,,.01,.0099999998,,1,,old data sets,international
NL,252,1978,10,,16,,"demonstration, protest march",demonstrative,Environment,environment,,2,2,,0,,old data sets,regional
NL,253,1978,10,,30,,"collection of signatures campaign, petition",petitions,Other left,economic (others),,.5,.5,,0,,old data sets,national
NL,254,1978,11,,13,,"demonstration, protest march",demonstrative,Labor,economic (others),,3,3,,0,,old data sets,national
NL,255,1978,11,,20,,protest meeting,demonstrative,Women,cultural liberalism,,8,8,,1,,old data sets,national
NL,256,1978,11,,20,,"demonstration, protest march",demonstrative,Countermobilization NSM,cultural liberalism,,.1,.1,,1,,old data sets,national
NL,257,1978,11,,20,,"demonstration, protest march",demonstrative,Foreigners internal,immigration,,.2,.2,,0,,old data sets,national
NL,258,1978,11,,27,,"demonstration, protest march",demonstrative,Education,cultural (others),,.5,.5,,0,,old data sets,national
NL,259,1978,12,,4,,"demonstration, protest march",demonstrative,Anti-Nuclear Energy,environment,,1,1,,1,,old data sets,national
NL,260,1978,12,,11,,squatting,confrontational,Education,cultural (others),,1,1,,0,,old data sets,national
NL,261,1978,12,,18,,protest meeting,demonstrative,Civil rights,cultural (others),,1.6,1.6,,0,,old data sets,national
NL,262,1978,12,,18,,protest meeting,demonstrative,Anti-Nuclear Energy,environment,,.5,.5,,0,,old data sets,regional
NL,263,1978,12,,27,,squatting,confrontational,Environment,environment,,.02,.02,,1,,old data sets,national
NL,264,1979,1,,2,,blockade or other forms of blocking,confrontational,Labor,economic (others),,.05,.050000001,,1,,old data sets,national
NL,265,1979,1,,8,,limited destruction of objects,light violence,Labor,economic (others),,.05,.050000001,,1,,old data sets,national
NL,266,1979,1,,13,,other illegal confrontational forms,confrontational,Environment,environment,,.025,.025,,1,,old data sets,regional
NL,267,1979,1,,20,,protest meeting,demonstrative,Women,cultural liberalism,,.05,.050000001,,1,,old data sets,national
NL,268,1979,1,,20,,"demonstration, protest march",demonstrative,Solidarity external,cultural liberalism,,.5,.5,,1,,old data sets,international
NL,269,1979,1,,29,,squatting,confrontational,Other left,economic (others),,.2,.2,,1,,old data sets,local
NL,270,1979,2,,12,,"demonstration, protest march",demonstrative,Other left,economic (others),,3,3,,0,,old data sets,national
NL,271,1979,2,,19,,collection on behalf of a group in a political conflict,demonstrative,Solidarity external,cultural liberalism,,,2.75,,1,,old data sets,international
NL,272,1979,2,,26,,"demonstration, protest march",demonstrative,Education,cultural (others),,.05,.050000001,,0,,old data sets,international
NL,273,1979,3,,3,,violence against persons,heavy violence,Peace,cultural liberalism,,,.015,,0,,old data sets,national
NL,274,1979,3,,10,,"demonstration, protest march",demonstrative,Women,cultural liberalism,,.2,.2,,1,,old data sets,international
NL,275,1979,3,,17,,"demonstration, protest march",demonstrative,Other left,economic (others),,.3,.30000001,,0,,old data sets,local
NL,276,1979,3,,17,,violence against persons,heavy violence,Other left,economic (others),,.005,.0049999999,,0,,old data sets,local
NL,277,1979,3,,22,,violence against persons,heavy violence,Internat. cooperation (incl. EU),europe,,,.015,,1,,old data sets,international
NL,278,1979,3,,22,,"collection of signatures campaign, petition",petitions,Labor,economic (others),,.16,.16,,1,,old data sets,national
NL,279,1979,3,,31,,"demonstration, protest march",demonstrative,Women,cultural liberalism,,3,3,,0,,old data sets,international
NL,280,1979,4,,1,,squatting,confrontational,Others,others,,.25,.25,,1,,old data sets,local
NL,281,1979,4,,7,,"demonstration, protest march",demonstrative,Anti-Nuclear Energy,environment,,4,4,,0,,old data sets,national
NL,282,1979,4,,8,,"demonstration, protest march",demonstrative,Foreigners external,others,,.05,.050000001,,0,,old data sets,international
NL,283,1979,4,,15,,"demonstration, protest march",demonstrative,Countermobilization NSM,cultural liberalism,,.004,.0040000002,,0,,old data sets,national
NL,284,1979,4,,15,,"demonstration, protest march",demonstrative,Homosexuals,cultural liberalism,,4,4,,0,,old data sets,national
NL,285,1979,4,,21,,squatting,confrontational,Foreigners internal,immigration,,.183,.183,,0,,old data sets,national
NL,286,1979,4,,28,,"demonstration, protest march",demonstrative,"Squatters, autonomous youth",cultural liberalism,,.05,.050000001,,0,,old data sets,local
NL,287,1979,5,,12,,"demonstration, protest march",demonstrative,Labor,economic (others),,5,5,,0,,old data sets,national
NL,288,1979,5,,14,,limited destruction of objects,light violence,Anti-Nuclear Energy,environment,,.03,.029999999,,1,,old data sets,national
NL,289,1979,5,,19,,squatting,confrontational,"Squatters, autonomous youth",cultural liberalism,,.5,.5,,1,,old data sets,national
NL,290,1979,5,,21,,"demonstration, protest march",demonstrative,Peace,cultural liberalism,,4,4,,0,,old data sets,national
NL,291,1979,5,,21,,"demonstration, protest march",demonstrative,Foreigners internal,immigration,,.2,.2,,0,,old data sets,national
NL,292,1979,5,,26,,other demonstrative forms,demonstrative,Environment,environment,,2,2,,1,,old data sets,national
NL,293,1979,5,,28,,"demonstration, protest march",demonstrative,Others,others,,,.5,,1,,old data sets,national
NL,294,1979,5,,28,,squatting,confrontational,Foreigners internal,immigration,,.02,.02,,0,,old data sets,national
NL,295,1979,6,,3,,"demonstration, protest march",demonstrative,Anti-Nuclear Energy,environment,,25,25,,1,,old data sets,national
NL,296,1979,6,,9,,"demonstration, protest march",demonstrative,Environment,environment,,1.2,1.2,,0,,old data sets,regional
NL,297,1979,6,,16,,"demonstration, protest march",demonstrative,Other left,economic (others),,.05,.050000001,,0,,old data sets,local
NL,298,1979,6,,16,,limited destruction of objects,light violence,Anti-Nuclear Energy,environment,,.03,.029999999,,1,,old data sets,national
NL,299,1979,6,,22,,squatting,confrontational,Others,others,,.043,.043000001,,1,,old data sets,national
NL,300,1979,6,,23,,"demonstration, protest march",demonstrative,Other left,economic (others),,20,20,,1,,old data sets,national
NL,301,1979,6,,30,,party with political meaning,festivals,Solidarity internal (incl. anti-racism),immigration,,3.5,3.5,,1,,old data sets,international
NL,302,1979,6,,30,,"demonstration, protest march",demonstrative,Homosexuals,cultural liberalism,,3,3,,1,,old data sets,national
NL,303,1979,7,,21,,blockade or other forms of blocking,confrontational,Labor,economic (others),,.015,.015,,0,,old data sets,local
NL,304,1979,7,,21,,blockade or other forms of blocking,confrontational,Labor,economic (others),,.025,.025,,1,,old data sets,regional
NL,305,1979,8,,27,,collection on behalf of a group in a political conflict,demonstrative,Solidarity external,cultural liberalism,,.2,.2,,1,,old data sets,international
NL,306,1979,8,,27,,limited destruction of objects,light violence,Labor,economic (others),,.2,.2,,0,,old data sets,local
NL,307,1979,8,,27,,perturbation of institutions,confrontational,Peace,cultural liberalism,,,.15000001,,0,,old data sets,national
NL,308,1979,8,,27,,"demonstration, protest march",demonstrative,"Squatters, autonomous youth",cultural liberalism,,.02,.02,,0,,old data sets,local
NL,309,1979,9,,1,,squatting,confrontational,"Squatters, autonomous youth",cultural liberalism,,.1,.1,,1,,old data sets,local
NL,310,1979,9,,2,,blockade or other forms of blocking,confrontational,Other left,economic (others),,.03,.029999999,,0,,old data sets,local
NL,311,1979,9,,4,,"demonstration, protest march",demonstrative,Labor,economic (others),,.2,.2,,0,,old data sets,local
NL,312,1979,9,,5,,blockade or other forms of blocking,confrontational,Labor,economic (others),,.2,.2,,0,,old data sets,local
NL,313,1979,9,,8,,"demonstration, protest march",demonstrative,Environment,environment,,1.1,1.1,,0,,old data sets,national
NL,314,1979,9,,10,,blockade or other forms of blocking,confrontational,Labor,economic (others),,.05,.050000001,,0,,old data sets,local
NL,315,1979,9,,15,,blockade or other forms of blocking,confrontational,Foreigners internal,immigration,,.02,.02,,0,,old data sets,national
NL,316,1979,9,,15,,"demonstration, protest march",demonstrative,Others,others,,.05,.050000001,,0,,old data sets,local
NL,317,1979,9,,15,,limited destruction of objects,light violence,Peace,cultural liberalism,,.03,.029999999,,1,,old data sets,national
NL,318,1979,9,,22,,protest meeting,demonstrative,Foreigners external,others,,.2,.2,,1,,old data sets,international
NL,319,1979,9,,28,,violence against persons,heavy violence,Labor,economic (others),,.25,.25,,0,,old data sets,national
NL,320,1979,9,,29,,"demonstration, protest march",demonstrative,Peace,cultural liberalism,,.5,.5,,1,,old data sets,national
NL,321,1979,10,,14,,"demonstration, protest march",demonstrative,Solidarity external,cultural liberalism,,.015,.015,,1,,old data sets,international
NL,322,1979,10,,15,,blockade or other forms of blocking,confrontational,"Squatters, autonomous youth",cultural liberalism,,.03,.029999999,,1,,old data sets,local
NL,323,1979,10,,15,,blockade or other forms of blocking,confrontational,Anti-Nuclear Energy,environment,,.03,.029999999,,1,,old data sets,national
NL,324,1979,10,,20,,protest meeting,demonstrative,Others,others,,.3,.30000001,,1,,old data sets,national
NL,325,1979,10,,27,,"demonstration, protest march",demonstrative,Labor,economic (others),,.05,.050000001,,0,,old data sets,local
NL,326,1979,10,,28,,violence against persons,heavy violence,Other left,cultural (others),,1.5,1.5,,0,,old data sets,national
NL,327,1979,11,,26,,"demonstration, protest march",demonstrative,Peace,cultural liberalism,,15,15,,1,,old data sets,international
NL,328,1979,11,,26,,"demonstration, protest march",demonstrative,Solidarity internal (incl. anti-racism),immigration,,.06,.059999999,,0,,old data sets,international
NL,329,1979,11,,26,,illegal demonstration,confrontational,Other right,cultural (others),,.01,.0099999998,,1,,old data sets,international
NL,330,1979,11,,26,,squatting,confrontational,"Squatters, autonomous youth",cultural liberalism,,1,1,,1,,old data sets,international
NL,331,1979,11,,26,,protest meeting,demonstrative,Peace,cultural liberalism,,20,20,,1,,old data sets,international
NL,332,1979,12,,3,,blockade or other forms of blocking,confrontational,Labor,economic (others),,,.079999998,,0,,old data sets,regional
NL,333,1979,12,,3,,"demonstration, protest march",demonstrative,Foreigners external,others,,.05,.050000001,,0,,old data sets,international
NL,334,1979,12,,10,,"demonstration, protest march",demonstrative,Environment,environment,,.015,.015,,0,,old data sets,local
NL,335,1979,12,,10,,"demonstration, protest march",demonstrative,Foreigners internal,immigration,,3,3,,1,,old data sets,national
NL,336,1979,12,,28,,"demonstration, protest march",demonstrative,Peace,cultural liberalism,,.02,.02,,1,,old data sets,national
NL,337,1979,12,,31,,hunger strike,confrontational,Peace,cultural liberalism,,.025,.025,,1,,old data sets,national
NL,338,1980,1,,7,,squatting,confrontational,Labor,economic (others),,.025,.025,,1,,old data sets,local
NL,339,1980,1,,12,,"demonstration, protest march",demonstrative,Foreigners internal,immigration,,.5,.5,,0,,old data sets,national
NL,340,1980,1,,14,,collection on behalf of a group in a political conflict,demonstrative,Solidarity external,cultural liberalism,,,2.75,,1,,old data sets,international
NL,341,1980,1,,19,,squatting,confrontational,Foreigners internal,immigration,,,.050000001,,1,,old data sets,national
NL,342,1980,1,,20,,"theft, burglary",light violence,"Squatters, autonomous youth",cultural liberalism,,.019,.018999999,,0,,old data sets,local
NL,343,1980,1,,26,,"demonstration, protest march",demonstrative,"Squatters, autonomous youth",cultural liberalism,,3,3,,1,,old data sets,national
NL,344,1980,1,,26,,"demonstration, protest march",demonstrative,Women,cultural liberalism,,5,5,,0,,old data sets,national
NL,345,1980,1,,26,,"demonstration, protest march",demonstrative,Solidarity external,cultural liberalism,,.5,.5,,0,,old data sets,international
NL,346,1980,1,,28,,hunger strike,confrontational,Solidarity internal (incl. anti-racism),immigration,,.04,.039999999,,1,,old data sets,national
NL,347,1980,2,,2,,"demonstration, protest march",demonstrative,Foreigners external,others,,.045,.045000002,,1,,old data sets,international
NL,348,1980,2,,2,,squatting,confrontational,"Squatters, autonomous youth",cultural liberalism,,.05,.050000001,,0,,old data sets,local
NL,349,1980,2,,3,,squatting,confrontational,"Squatters, autonomous youth",cultural liberalism,,.005,.0049999999,,0,,old data sets,local
NL,350,1980,2,,3,,squatting,confrontational,"Squatters, autonomous youth",cultural liberalism,,.005,.0049999999,,0,,old data sets,local
